DeliveryID,RouteID,DriverID,StopSequence,PlannedDateTime,ActualDateTime,Status,LateFlag,DelayReason,DistanceKm,CustomerLat,CustomerLon
L00813,R20250606-09,D004,1,2025-06-06T09:39:00,2025-06-06T09:46:00,Delivered,1,Weather,7.18,43.621896,-79.402295
L00814,R20250606-09,D004,2,2025-06-06T09:43:00,2025-06-06T09:40:00,Delivered,0,None,3.17,43.695643,-79.439101
L00815,R20250606-09,D004,3,2025-06-06T09:48:00,2025-06-06T09:54:00,Delivered,1,BulkOrder,3.75,43.815263,-79.298837
L00816,R20250606-09,D004,4,2025-06-06T09:55:00,2025-06-06T10:07:00,Delivered,1,Parking,6.58,43.727116,-79.320385
L00817,R20250606-09,D004,5,2025-06-06T10:10:00,2025-06-06T10:05:00,Delivered,0,None,0.82,43.665158,-79.341344
L00818,R20250606-09,D004,6,2025-06-06T10:19:00,2025-06-06T10:31:00,Delivered,1,Weather,1.73,43.647951,-79.503769
L00819,R20250606-09,D004,7,2025-06-06T10:19:00,2025-06-06T10:35:00,Delivered,1,Weather,5.5,43.622234,-79.335975
L00820,R20250606-09,D004,8,2025-06-06T10:30:00,2025-06-06T10:29:00,Delivered,0,None,2.65,43.631196,-79.225173
L00821,R20250606-09,D004,9,2025-06-06T10:37:00,2025-06-06T10:30:00,Delivered,0,None,5.13,43.668122,-79.352852
L00822,R20250606-09,D004,10,2025-06-06T10:44:00,2025-06-06T10:56:00,Delivered,1,Traffic,6.69,43.677215,-79.454994
L00823,R20250606-09,D004,11,2025-06-06T10:56:00,2025-06-06T11:12:00,Delivered,1,BulkOrder,2.17,43.651096,-79.333635
L00824,R20250606-09,D004,12,2025-06-06T11:04:00,2025-06-06T11:08:00,Delivered,1,BulkOrder,5.28,43.712778,-79.262229
L00825,R20250606-09,D004,13,2025-06-06T11:07:00,2025-06-06T11:14:00,Delivered,1,Weather,4.78,43.604077,-79.465891
L00826,R20250606-09,D004,14,2025-06-06T11:23:00,2025-06-06T11:52:00,Delivered,1,Traffic,5.43,43.691152,-79.27681
L00827,R20250606-09,D004,15,2025-06-06T11:26:00,2025-06-06T11:29:00,Delivered,1,Weather,2.32,43.611176,-79.381464
L00828,R20250606-10,D004,1,2025-06-06T09:32:00,2025-06-06T09:55:00,Delivered,1,Parking,4.2,43.673149,-79.358901
L00829,R20250606-10,D004,2,2025-06-06T09:40:00,2025-06-06T10:07:00,Delivered,1,Parking,4.93,43.697819,-79.358003
L00830,R20250606-10,D004,3,2025-06-06T09:46:00,2025-06-06T09:49:00,Delivered,1,BulkOrder,0.3,43.64918,-79.43666
L00831,R20250606-10,D004,4,2025-06-06T09:56:00,2025-06-06T09:51:00,Delivered,0,None,3.45,43.62496,-79.359506
L00832,R20250606-10,D004,5,2025-06-06T10:01:00,2025-06-06T10:23:00,Delivered,1,BulkOrder,3.49,43.696603,-79.53808
L00833,R20250606-10,D004,6,2025-06-06T10:07:00,2025-06-06T10:07:00,Delivered,0,None,2.6,43.660081,-79.22931
L00834,R20250606-10,D004,7,2025-06-06T10:20:00,2025-06-06T10:23:00,Delivered,1,BulkOrder,6.77,43.653466,-79.240648
L00835,R20250606-10,D004,8,2025-06-06T10:26:00,2025-06-06T10:32:00,Delivered,1,Traffic,2.38,43.65699,-79.311411
L00836,R20250606-10,D004,9,2025-06-06T10:36:00,2025-06-06T10:51:00,Delivered,1,BulkOrder,5.71,43.619842,-79.436687
L00837,R20250606-10,D004,10,2025-06-06T10:47:00,2025-06-06T11:16:00,Delivered,1,Weather,1.25,43.639996,-79.457648
L00838,R20250607-01,D004,1,2025-06-07T09:35:00,2025-06-07T09:29:00,Delivered,0,None,2.01,43.667566,-79.33354
L00839,R20250607-01,D004,2,2025-06-07T09:39:00,2025-06-07T09:43:00,Delivered,1,Traffic,5.62,43.565046,-79.288133
L00840,R20250607-01,D004,3,2025-06-07T09:53:00,2025-06-07T10:09:00,Delivered,1,Weather,3.93,43.710988,-79.51002
L00841,R20250607-01,D004,4,2025-06-07T10:01:00,2025-06-07T10:03:00,Delivered,1,BulkOrder,4.9,43.717559,-79.426002
L00842,R20250607-01,D004,5,2025-06-07T10:07:00,2025-06-07T10:17:00,Delivered,1,BulkOrder,5.23,43.640264,-79.480062
L00843,R20250607-01,D004,6,2025-06-07T10:16:00,2025-06-07T10:38:00,Delivered,1,Traffic,3.43,43.688977,-79.433331
L00844,R20250607-01,D004,7,2025-06-07T10:20:00,2025-06-07T10:47:00,Delivered,1,Weather,0.79,43.668967,-79.470123
L00845,R20250607-01,D004,8,2025-06-07T10:29:00,2025-06-07T10:52:00,Delivered,1,Parking,2.44,43.64939,-79.357344
L00846,R20250607-01,D004,9,2025-06-07T10:41:00,2025-06-07T10:42:00,Delivered,1,BulkOrder,3.4,43.711287,-79.439819
L00847,R20250607-01,D004,10,2025-06-07T10:44:00,2025-06-07T11:02:00,Delivered,1,BulkOrder,3.79,43.643217,-79.452828
L00848,R20250607-01,D004,11,2025-06-07T10:57:00,2025-06-07T11:18:00,Delivered,1,Traffic,0.3,43.71693,-79.333265
L00849,R20250607-02,D004,1,2025-06-07T09:39:00,2025-06-07T09:55:00,Delivered,1,Traffic,1.74,43.677508,-79.318658
L00850,R20250607-02,D004,2,2025-06-07T09:50:00,2025-06-07T10:00:00,Delivered,1,Parking,2.97,43.629286,-79.345306
L00851,R20250607-02,D004,3,2025-06-07T09:56:00,2025-06-07T10:14:00,Delivered,1,Parking,4.64,43.697535,-79.462052
L00852,R20250607-02,D004,4,2025-06-07T10:04:00,2025-06-07T10:10:00,Delivered,1,Parking,6.05,43.693574,-79.31953
L00853,R20250607-02,D004,5,2025-06-07T10:18:00,2025-06-07T10:31:00,Delivered,1,Weather,3.04,43.535472,-79.399794
L00854,R20250607-02,D004,6,2025-06-07T10:19:00,2025-06-07T10:23:00,Delivered,1,Parking,2.42,43.682698,-79.325339
L00855,R20250607-02,D004,7,2025-06-07T10:31:00,2025-06-07T10:31:00,Delivered,0,None,1.54,43.616077,-79.377267
L00856,R20250607-02,D004,8,2025-06-07T10:33:00,2025-06-07T10:57:00,Delivered,1,Traffic,4.27,43.673318,-79.382211
L00857,R20250607-02,D004,9,2025-06-07T10:44:00,2025-06-07T10:37:00,Delivered,0,None,2.77,43.656949,-79.269157
L00858,R20250607-02,D004,10,2025-06-07T10:48:00,2025-06-07T10:54:00,Delivered,1,Weather,4.65,43.612897,-79.315291
L00859,R20250607-02,D004,11,2025-06-07T10:57:00,2025-06-07T10:51:00,Delivered,0,None,3.89,43.641816,-79.386196
L00860,R20250607-02,D004,12,2025-06-07T11:04:00,2025-06-07T11:09:00,Delivered,1,Parking,4.14,43.595471,-79.454743
L00861,R20250607-02,D004,13,2025-06-07T11:21:00,2025-06-07T11:35:00,Delivered,1,Weather,3.74,43.671749,-79.335012
L00862,R20250607-02,D004,14,2025-06-07T11:30:00,2025-06-07T11:46:00,Delivered,1,BulkOrder,5.28,43.670075,-79.463609
L00863,R20250607-02,D004,15,2025-06-07T11:37:00,2025-06-07T11:43:00,Delivered,1,Traffic,2.36,43.644553,-79.370068
L00864,R20250607-03,D006,1,2025-06-07T09:09:00,2025-06-07T09:18:00,Delivered,1,BulkOrder,4.24,43.777663,-79.347406
L00865,R20250607-03,D006,2,2025-06-07T09:23:00,2025-06-07T09:21:00,Delivered,0,None,5.91,43.592555,-79.393147
L00866,R20250607-03,D006,3,2025-06-07T09:31:00,2025-06-07T09:48:00,Delivered,1,Weather,4.62,43.70944,-79.389807
L00867,R20250607-03,D006,4,2025-06-07T09:41:00,2025-06-07T09:45:00,Delivered,1,BulkOrder,5.35,43.672575,-79.343971
L00868,R20250607-03,D006,5,2025-06-07T09:42:00,2025-06-07T09:38:00,Delivered,0,None,3.78,43.624984,-79.320549
L00869,R20250607-03,D006,6,2025-06-07T09:55:00,2025-06-07T09:52:00,Delivered,0,None,3.81,43.699934,-79.351749
L00870,R20250607-03,D006,7,2025-06-07T09:59:00,2025-06-07T10:02:00,Delivered,1,Traffic,4.02,43.636544,-79.248014
L00871,R20250607-03,D006,8,2025-06-07T10:11:00,2025-06-07T10:21:00,Delivered,1,Parking,3.34,43.590144,-79.400494
L00872,R20250607-03,D006,9,2025-06-07T10:21:00,2025-06-07T10:24:00,Delivered,1,Parking,2.25,43.619046,-79.267131
L00873,R20250607-03,D006,10,2025-06-07T10:20:00,2025-06-07T10:26:00,Delivered,1,Traffic,3.32,43.654779,-79.345385
L00874,R20250607-03,D006,11,2025-06-07T10:31:00,2025-06-07T10:49:00,Delivered,1,Weather,2.63,43.714641,-79.351015
L00875,R20250607-03,D006,12,2025-06-07T10:38:00,2025-06-07T10:39:00,Delivered,1,Weather,0.3,43.729169,-79.604956
L00876,R20250607-03,D006,13,2025-06-07T10:52:00,2025-06-07T10:53:00,Delivered,1,BulkOrder,5.57,43.671394,-79.336414
L00877,R20250607-03,D006,14,2025-06-07T10:57:00,2025-06-07T11:02:00,Delivered,1,Parking,6.65,43.709679,-79.54223
L00878,R20250607-04,D001,1,2025-06-07T09:27:00,2025-06-07T09:20:00,Delivered,0,None,0.93,43.692056,-79.335112
L00879,R20250607-04,D001,2,2025-06-07T09:42:00,2025-06-07T09:46:00,Delivered,1,Traffic,2.9,43.653569,-79.3697
L00880,R20250607-04,D001,3,2025-06-07T09:47:00,2025-06-07T09:50:00,Delivered,1,BulkOrder,5.3,43.648425,-79.357792
L00881,R20250607-04,D001,4,2025-06-07T09:53:00,2025-06-07T09:58:00,Delivered,1,Parking,2.5,43.672507,-79.38094
L00882,R20250607-04,D001,5,2025-06-07T10:05:00,2025-06-07T10:15:00,Delivered,1,Parking,4.19,43.664777,-79.315226
L00883,R20250607-04,D001,6,2025-06-07T10:12:00,2025-06-07T10:16:00,Delivered,1,Weather,1.92,43.603516,-79.521914
L00884,R20250607-04,D001,7,2025-06-07T10:14:00,2025-06-07T10:24:00,Delivered,1,Weather,6.76,43.635614,-79.404722
L00885,R20250607-04,D001,8,2025-06-07T10:28:00,2025-06-07T10:38:00,Delivered,1,Weather,3.95,43.633348,-79.432144
L00886,R20250607-04,D001,9,2025-06-07T10:38:00,2025-06-07T10:38:00,Delivered,0,None,4.58,43.654215,-79.462795
L00887,R20250607-04,D001,10,2025-06-07T10:43:00,2025-06-07T10:51:00,Delivered,1,Traffic,2.07,43.696559,-79.633752
L00888,R20250607-04,D001,11,2025-06-07T10:54:00,2025-06-07T11:23:00,Delivered,1,BulkOrder,3.07,43.652804,-79.420207
L00889,R20250607-04,D001,12,2025-06-07T10:59:00,2025-06-07T11:03:00,Delivered,1,Weather,3.53,43.812193,-79.371092
L00890,R20250607-04,D001,13,2025-06-07T11:07:00,2025-06-07T11:35:00,Delivered,1,Parking,5.57,43.586427,-79.555805
L00891,R20250607-04,D001,14,2025-06-07T11:10:00,2025-06-07T11:20:00,Delivered,1,Parking,0.3,43.675813,-79.330298
L00892,R20250607-04,D001,15,2025-06-07T11:20:00,2025-06-07T11:22:00,Delivered,1,Parking,5.54,43.682376,-79.330905
L00893,R20250607-04,D001,16,2025-06-07T11:27:00,2025-06-07T11:34:00,Delivered,1,Weather,2.18,43.646709,-79.352149
L00894,R20250607-04,D001,17,2025-06-07T11:38:00,2025-06-07T11:41:00,Failed,0,CustomerNotHome,1.93,43.665129,-79.451027
L00895,R20250607-05,D004,1,2025-06-07T09:39:00,2025-06-07T09:55:00,Delivered,1,BulkOrder,6.97,43.635828,-79.372598
L00896,R20250607-05,D004,2,2025-06-07T09:44:00,2025-06-07T09:44:00,Delivered,0,None,3.77,43.713389,-79.336389
L00897,R20250607-05,D004,3,2025-06-07T09:57:00,2025-06-07T10:23:00,Delivered,1,BulkOrder,4.07,43.659038,-79.36955
L00898,R20250607-05,D004,4,2025-06-07T10:06:00,2025-06-07T10:20:00,Delivered,1,BulkOrder,1.37,43.62731,-79.387675
L00899,R20250607-05,D004,5,2025-06-07T10:17:00,2025-06-07T10:29:00,Delivered,1,Weather,2.19,43.721937,-79.293071
L00900,R20250607-05,D004,6,2025-06-07T10:23:00,2025-06-07T10:23:00,Failed,0,AccessBlocked,4.21,43.766833,-79.366772
L00901,R20250607-05,D004,7,2025-06-07T10:26:00,2025-06-07T10:39:00,Delivered,1,Weather,0.99,43.688252,-79.293773
L00902,R20250607-05,D004,8,2025-06-07T10:40:00,2025-06-07T10:40:00,Delivered,0,None,3.23,43.625082,-79.464083
L00903,R20250607-05,D004,9,2025-06-07T10:45:00,2025-06-07T10:54:00,Delivered,1,Traffic,4.89,43.632545,-79.361396
L00904,R20250607-05,D004,10,2025-06-07T10:53:00,2025-06-07T10:53:00,Delivered,0,None,2.81,43.586735,-79.371501
L00905,R20250607-05,D004,11,2025-06-07T11:02:00,2025-06-07T11:02:00,Delivered,0,None,5.24,43.779618,-79.414496
L00906,R20250607-05,D004,12,2025-06-07T11:09:00,2025-06-07T11:13:00,Delivered,1,Parking,3.86,43.612635,-79.397194
L00907,R20250607-05,D004,13,2025-06-07T11:17:00,2025-06-07T11:24:00,Delivered,1,Parking,0.93,43.624082,-79.405567
L00908,R20250607-05,D004,14,2025-06-07T11:28:00,2025-06-07T11:29:00,Delivered,1,Parking,4.82,43.701308,-79.267512
L00909,R20250607-05,D004,15,2025-06-07T11:34:00,2025-06-07T11:35:00,Delivered,1,BulkOrder,4.67,43.580469,-79.450517
L00910,R20250607-05,D004,16,2025-06-07T11:41:00,2025-06-07T11:41:00,Delivered,0,None,5.55,43.718962,-79.287266
L00911,R20250607-06,D001,1,2025-06-07T09:42:00,2025-06-07T09:56:00,Delivered,1,Traffic,2.98,43.719437,-79.346341
L00912,R20250607-06,D001,2,2025-06-07T09:50:00,2025-06-07T10:09:00,Delivered,1,BulkOrder,3.82,43.654324,-79.485551
L00913,R20250607-06,D001,3,2025-06-07T10:00:00,2025-06-07T09:59:00,Delivered,0,None,5.81,43.711111,-79.292636
L00914,R20250607-06,D001,4,2025-06-07T10:06:00,2025-06-07T10:07:00,Delivered,1,Traffic,6.3,43.671607,-79.225209
L00915,R20250607-06,D001,5,2025-06-07T10:18:00,2025-06-07T10:25:00,Delivered,1,Traffic,6.57,43.753114,-79.288249
L00916,R20250607-06,D001,6,2025-06-07T10:21:00,2025-06-07T10:21:00,Delivered,0,None,6.51,43.674888,-79.346837
L00917,R20250607-06,D001,7,2025-06-07T10:33:00,2025-06-07T10:33:00,Failed,0,Weather,3.21,43.659971,-79.245752
L00918,R20250607-06,D001,8,2025-06-07T10:38:00,2025-06-07T10:43:00,Delivered,1,Parking,4.79,43.721534,-79.25324
L00919,R20250607-06,D001,9,2025-06-07T10:43:00,2025-06-07T10:48:00,Delivered,1,Parking,4.07,43.656113,-79.37218
L00920,R20250607-06,D001,10,2025-06-07T10:55:00,2025-06-07T10:59:00,Delivered,1,Traffic,6.57,43.788727,-79.479549
L00921,R20250607-06,D001,11,2025-06-07T11:05:00,2025-06-07T11:02:00,Delivered,0,None,5.11,43.682763,-79.369438
L00922,R20250607-06,D001,12,2025-06-07T11:05:00,2025-06-07T11:03:00,Delivered,0,None,3.46,43.573989,-79.476105
L00923,R20250607-06,D001,13,2025-06-07T11:14:00,2025-06-07T11:20:00,Delivered,1,Traffic,0.3,43.579022,-79.330143
L00924,R20250607-07,D006,1,2025-06-07T09:25:00,2025-06-07T09:17:00,Delivered,0,None,1.9,43.705645,-79.126547
L00925,R20250607-07,D006,2,2025-06-07T09:33:00,2025-06-07T09:54:00,Delivered,1,Weather,4.27,43.642861,-79.372817
L00926,R20250607-07,D006,3,2025-06-07T09:40:00,2025-06-07T10:02:00,Delivered,1,Traffic,5.73,43.632737,-79.495415
L00927,R20250607-07,D006,4,2025-06-07T09:50:00,2025-06-07T09:51:00,Delivered,1,BulkOrder,2.06,43.648951,-79.373517
L00928,R20250607-07,D006,5,2025-06-07T10:02:00,2025-06-07T10:28:00,Delivered,1,Weather,3.14,43.650672,-79.278833
L00929,R20250607-07,D006,6,2025-06-07T10:09:00,2025-06-07T10:09:00,Delivered,0,None,2.5,43.583095,-79.44323
L00930,R20250607-07,D006,7,2025-06-07T10:14:00,2025-06-07T10:14:00,Delivered,0,None,0.3,43.681616,-79.396108
L00931,R20250607-07,D006,8,2025-06-07T10:23:00,2025-06-07T10:51:00,Delivered,1,BulkOrder,5.16,43.665351,-79.408315
L00932,R20250607-07,D006,9,2025-06-07T10:30:00,2025-06-07T10:52:00,Delivered,1,Traffic,6.4,43.663358,-79.493821
L00933,R20250607-07,D006,10,2025-06-07T10:43:00,2025-06-07T10:59:00,Delivered,1,Parking,0.3,43.680462,-79.463478
L00934,R20250607-07,D006,11,2025-06-07T10:54:00,2025-06-07T10:48:00,Delivered,0,None,0.55,43.688429,-79.322133
L00935,R20250607-07,D006,12,2025-06-07T10:55:00,2025-06-07T10:57:00,Delivered,1,BulkOrder,5.35,43.577639,-79.298042
L00936,R20250607-07,D006,13,2025-06-07T11:03:00,2025-06-07T11:04:00,Delivered,1,Parking,1.15,43.683879,-79.490113
L00937,R20250607-07,D006,14,2025-06-07T11:13:00,2025-06-07T11:32:00,Delivered,1,Weather,5.04,43.543087,-79.355466
L00938,R20250607-08,D003,1,2025-06-07T09:47:00,2025-06-07T09:51:00,Delivered,1,Traffic,2.95,43.68039,-79.44778
L00939,R20250607-08,D003,2,2025-06-07T09:51:00,2025-06-07T10:30:00,Delivered,1,Parking,1.08,43.692028,-79.38798
L00940,R20250607-08,D003,3,2025-06-07T10:05:00,2025-06-07T10:22:00,Delivered,1,Weather,3.22,43.616575,-79.41528
L00941,R20250607-08,D003,4,2025-06-07T10:17:00,2025-06-07T10:40:00,Delivered,1,Weather,4.62,43.685426,-79.42615
L00942,R20250607-08,D003,5,2025-06-07T10:20:00,2025-06-07T10:21:00,Delivered,1,Weather,2.56,43.609673,-79.370763
L00943,R20250607-08,D003,6,2025-06-07T10:28:00,2025-06-07T10:55:00,Delivered,1,BulkOrder,4.14,43.6854,-79.325658
L00944,R20250607-08,D003,7,2025-06-07T10:33:00,2025-06-07T10:39:00,Delivered,1,Weather,1.1,43.692973,-79.359996
L00945,R20250607-08,D003,8,2025-06-07T10:45:00,2025-06-07T10:42:00,Delivered,0,None,1.89,43.755791,-79.499139
L00946,R20250607-08,D003,9,2025-06-07T10:52:00,2025-06-07T10:41:00,Delivered,0,None,1.52,43.59955,-79.493001
L00947,R20250607-08,D003,10,2025-06-07T11:01:00,2025-06-07T11:12:00,Delivered,1,Weather,3.89,43.588733,-79.410003
L00948,R20250607-08,D003,11,2025-06-07T11:09:00,2025-06-07T11:08:00,Delivered,0,None,5.28,43.611059,-79.303323
L00949,R20250607-08,D003,12,2025-06-07T11:12:00,2025-06-07T11:13:00,Delivered,1,BulkOrder,2.49,43.740316,-79.358607
L00950,R20250607-08,D003,13,2025-06-07T11:25:00,2025-06-07T11:25:00,Delivered,0,None,5.85,43.617147,-79.405089
L00951,R20250607-09,D002,1,2025-06-07T09:31:00,2025-06-07T09:54:00,Delivered,1,Weather,1.14,43.596793,-79.421853
L00952,R20250607-09,D002,2,2025-06-07T09:40:00,2025-06-07T09:53:00,Delivered,1,Parking,3.02,43.638884,-79.499336
L00953,R20250607-09,D002,3,2025-06-07T09:53:00,2025-06-07T10:14:00,Delivered,1,Parking,4.24,43.642659,-79.394542
L00954,R20250607-09,D002,4,2025-06-07T10:03:00,2025-06-07T10:15:00,Delivered,1,Traffic,3.46,43.600268,-79.549968
L00955,R20250607-09,D002,5,2025-06-07T10:09:00,2025-06-07T10:20:00,Delivered,1,Parking,4.14,43.7513,-79.386635
L00956,R20250607-09,D002,6,2025-06-07T10:12:00,2025-06-07T10:12:00,Delivered,0,None,2.28,43.550174,-79.280233
L00957,R20250607-09,D002,7,2025-06-07T10:29:00,2025-06-07T10:39:00,Delivered,1,Weather,1.38,43.642982,-79.242121
L00958,R20250607-09,D002,8,2025-06-07T10:34:00,2025-06-07T10:48:00,Delivered,1,Parking,1.64,43.702617,-79.360273
L00959,R20250607-09,D002,9,2025-06-07T10:36:00,2025-06-07T11:03:00,Delivered,1,Weather,4.48,43.686691,-79.596553
L00960,R20250607-09,D002,10,2025-06-07T10:50:00,2025-06-07T11:16:00,Delivered,1,BulkOrder,0.3,43.637529,-79.479322
L00961,R20250607-09,D002,11,2025-06-07T10:59:00,2025-06-07T11:17:00,Delivered,1,Weather,2.12,43.654908,-79.591789
L00962,R20250607-10,D003,1,2025-06-07T09:43:00,2025-06-07T09:55:00,Delivered,1,Weather,5.32,43.580627,-79.364865
L00963,R20250607-10,D003,2,2025-06-07T09:43:00,2025-06-07T09:50:00,Delivered,1,Weather,3.19,43.695948,-79.489308
L00964,R20250607-10,D003,3,2025-06-07T09:55:00,2025-06-07T10:10:00,Delivered,1,Parking,3.25,43.69562,-79.338867
L00965,R20250607-10,D003,4,2025-06-07T10:08:00,2025-06-07T10:06:00,Delivered,0,None,2.0,43.660458,-79.398653
L00966,R20250607-10,D003,5,2025-06-07T10:11:00,2025-06-07T10:12:00,Delivered,1,BulkOrder,2.11,43.704504,-79.43291
L00967,R20250607-10,D003,6,2025-06-07T10:15:00,2025-06-07T10:41:00,Delivered,1,Weather,5.29,43.663633,-79.322308
L00968,R20250607-10,D003,7,2025-06-07T10:32:00,2025-06-07T10:57:00,Delivered,1,BulkOrder,5.13,43.618529,-79.264387
L00969,R20250607-10,D003,8,2025-06-07T10:34:00,2025-06-07T10:51:00,Delivered,1,Traffic,2.96,43.651699,-79.311695
L00970,R20250607-10,D003,9,2025-06-07T10:47:00,2025-06-07T10:51:00,Delivered,1,Traffic,5.06,43.648208,-79.238536
L00971,R20250607-10,D003,10,2025-06-07T10:46:00,2025-06-07T11:11:00,Delivered,1,Traffic,1.63,43.626667,-79.292334
L00972,R20250607-10,D003,11,2025-06-07T11:00:00,2025-06-07T11:01:00,Delivered,1,Parking,6.29,43.715969,-79.451447
L00973,R20250607-10,D003,12,2025-06-07T11:07:00,2025-06-07T11:34:00,Delivered,1,Weather,4.79,43.703565,-79.428916
L00974,R20250607-10,D003,13,2025-06-07T11:18:00,2025-06-07T11:21:00,Delivered,1,Weather,3.52,43.597481,-79.461886
L00975,R20250607-10,D003,14,2025-06-07T11:24:00,2025-06-07T11:38:00,Delivered,1,Weather,3.59,43.595852,-79.348896
L00976,R20250607-10,D003,15,2025-06-07T11:26:00,2025-06-07T11:34:00,Delivered,1,Traffic,4.17,43.551777,-79.340255
L00977,R20250607-10,D003,16,2025-06-07T11:39:00,2025-06-07T11:55:00,Delivered,1,BulkOrder,6.46,43.701948,-79.555649
L00978,R20250607-10,D003,17,2025-06-07T11:45:00,2025-06-07T12:05:00,Delivered,1,BulkOrder,1.42,43.667291,-79.485655
